APERTIUM	CTB	simp	0.5531872090755867	0.6265192766338716	0.5027044016693097
APERTIUM	CTB	trad	0.5525616793542371	0.6260892197009705	0.5021579961297116
FNLP	CTB	simp	0.9758522359791567	0.989744969615889	0.9617939225101719
FNLP	CTB	trad	0.8605941373964449	0.9223784656782327	0.7920646439514364
JIEBA	CTB	simp	0.9132764822061893	0.9538683228456591	0.8672195122527995
JIEBA	CTB	trad	0.8453007079683605	0.8709960543690549	0.781386227432184
RANDOM	CTB	simp	0.525192437268443	0.6339067264930386	0.42936132929784554
RANDOM	CTB	trad	0.5258025218114878	0.6344194368391093	0.42992655902503285
STANFORD_CTB	CTB	simp	0.97776550744168	0.9896344294331078	0.964826045206989
STANFORD_CTB	CTB	trad	0.853948463301291	0.9050550407923318	0.7858359388181951
STANFORD_PKU	CTB	simp	0.9472068360359177	0.9578833160115238	0.9190402595941473
STANFORD_PKU	CTB	trad	0.8226912837066883	0.8846092451696701	0.7441472773842563
